CHILDCODE	LANDIDR5	TOTLNDR5	LUPLTAR5	PLTUSAR5	PRIRRR5	TOTINDR5	LUPLTNR5	USEINDR5
120075	2	0	 	 	 	0	 	 
120075	3	0	 	 	 	0	 	 
120075	4	0	 	 	 	 	 	 
120075	5	0	 	 	 	0	 	 
120076	1	2	4	5	1	28	4	1
120076	2	0	 	 	 	0	 	 
120076	3	0	 	 	 	0	 	 
120076	4	2	4	5	88	 	 	 
120076	5	0	 	 	 	0	 	 
120077	1	3	4	5	1	200	17	1
120077	2	0	 	 	 	0	 	 
120077	3	0	 	 	 	0	 	 
120077	4	0	 	 	 	 	 	 
120077	5	0	 	 	 	0	 	 
120078	1	.25	2	5	4	89	17	2
120078	2	0	 	 	 	0	 	 
120078	3	0	 	 	 	0	 	 
120078	4	0	 	 	 	 	 	 
120078	5	0	 	 	 	0	 	 
120079	1	.25	2	5	5	60	17	1
120079	2	0	 	 	 	0	 	 
120079	3	0	 	 	 	0	 	 
120079	4	0	 	 	 	 	 	 
120079	5	0	 	 	 	0	 	 
120080	1	1	4	5	5	50	17	1
120080	2	0	 	 	 	0	 	 
120080	3	0	 	 	 	0	 	 
120080	4	0	 	 	 	 	 	 
120080	5	0	 	 	 	0	 	 
120081	1	4.98000001907349	4	5	1	50	17	1
120081	2	0	 	 	 	0	 	 
120081	3	0	 	 	 	0	 	 
120081	4	0	 	 	 	 	 	 
120081	5	0	 	 	 	0	 	 
120082	1	2	4	5	1	68	17	1
120082	2	0	 	 	 	0	 	 
120082	3	0	 	 	 	0	 	 
120082	4	.5	4	5	5	 	 	 
120082	5	0	 	 	 	0	 	 
120083	1	4	5	5	1	120	17	1
120083	2	0	 	 	 	0	 	 
120083	3	0	 	 	 	0	 	 
120083	4	0	 	 	 	 	 	 
120083	5	0	 	 	 	0	 	 
120084	1	3.5	4	5	1	.5	4	2
120084	2	0	 	 	 	0	 	 
120084	3	0	 	 	 	0	 	 
120084	4	0	 	 	 	 	 	 
120084	5	0	 	 	 	0	 	 
120085	1	2	4	5	1	400	4	1
120085	2	0	 	 	 	0	 	 
120085	3	0	 	 	 	0	 	 
120085	4	0	 	 	 	 	 	 
120085	5	0	 	 	 	0	 	 
120086	1	2	4	5	1	100	17	1
120086	2	0	 	 	 	0	 	 
120086	3	0	 	 	 	0	 	 
120086	4	0	 	 	 	 	 	 
120086	5	0	 	 	 	0	 	 
120087	1	3.5	4	5	1	350	17	2
120087	2	0	 	 	 	0	 	 
120087	3	0	 	 	 	0	 	 
120087	4	0	 	 	 	 	 	 
120087	5	0	 	 	 	0	 	 
120088	1	1.25	4	5	1	.5	4	2
120088	2	0	 	 	 	0	 	 
120088	3	0	 	 	 	0	 	 
120088	4	0	 	 	 	 	 	 
120088	5	0	 	 	 	0	 	 
120090	1	5	4	5	1	65	17	1
120090	2	0	 	 	 	0	 	 
120090	3	0	 	 	 	0	 	 
120090	4	0	 	 	 	 	 	 
120090	5	0	 	 	 	0	 	 
120091	1	5	4	5	5	250	17	2
120091	2	0	 	 	 	0	 	 
120091	3	0	 	 	 	0	 	 
120091	4	0	 	 	 	 	 	 
120091	5	0	 	 	 	0	 	 
120092	1	2	4	5	5	.25	4	1
120092	2	0	 	 	 	0	 	 
120092	3	0	 	 	 	0	 	 
120092	4	0	 	 	 	 	 	 
120092	5	0	 	 	 	0	 	 
120093	1	4	4	5	5	120	17	1
120093	2	0	 	 	 	0	 	 
120093	3	0	 	 	 	0	 	 
120093	4	0	 	 	 	 	 	 
120093	5	0	 	 	 	0	 	 
120094	1	1.5	4	5	5	32	17	1
120094	2	0	 	 	 	0	 	 
120094	3	0	 	 	 	0	 	 
120094	4	0	 	 	 	 	 	 
120094	5	0	 	 	 	0	 	 
120095	1	2	4	5	5	100	17	1
120095	2	0	 	 	 	0	 	 
120095	3	0	 	 	 	0	 	 
120095	4	0	 	 	 	 	 	 
120095	5	0	 	 	 	0	 	 
120096	1	2	4	5	5	56	17	1
120096	2	0	 	 	 	0	 	 
120096	3	0	 	 	 	0	 	 
120096	4	0	 	 	 	 	 	 
120096	5	0	 	 	 	0	 	 
120097	1	1	4	5	5	200	17	1
120097	2	0	 	 	 	0	 	 
120097	3	0	 	 	 	0	 	 
120097	4	2	4	5	5	 	 	 
120097	5	0	 	 	 	0	 	 
120098	1	2	4	5	4	200	17	1
120098	2	0	 	 	 	0	 	 
120098	3	0	 	 	 	0	 	 
120098	4	0	 	 	 	 	 	 
120098	5	0	 	 	 	0	 	 
120099	1	4.5	4	5	5	72	17	1
120099	2	0	 	 	 	0	 	 
120099	3	0	 	 	 	0	 	 
120099	4	0	 	 	 	 	 	 
120099	5	0	 	 	 	0	 	 
120100	1	2	4	5	5	90	17	1
120100	2	0	 	 	 	0	 	 
120100	3	0	 	 	 	0	 	 
120100	4	0	 	 	 	 	 	 
120100	5	0	 	 	 	0	 	 
130001	1	 	 	 	 	0	 	 
130001	2	 	 	 	 	0	 	 
130001	3	 	 	 	 	0	 	 
130001	4	 	 	 	 	 	 	 
130001	5	 	 	 	 	0	 	 
130002	1	 	 	 	 	50	17	1
130002	2	 	 	 	 	0	 	 
130002	3	 	 	 	 	0	 	 
130002	4	 	 	 	 	 	 	 
130002	5	 	 	 	 	0	 	 
130003	1	 	 	 	 	125	17	1
130003	2	 	 	 	 	0	 	 
130003	3	 	 	 	 	0	 	 
130003	4	 	 	 	 	 	 	 
130003	5	 	 	 	 	0	 	 
130004	1	 	 	 	 	0	 	 
130004	2	 	 	 	 	0	 	 
130004	3	 	 	 	 	16	17	1
130004	4	 	 	 	 	 	 	 
130004	5	 	 	 	 	0	 	 
130005	1	 	 	 	 	250	17	2
130005	2	 	 	 	 	0	 	 
130005	3	 	 	 	 	0	 	 
130005	4	 	 	 	 	 	 	 
130005	5	 	 	 	 	0	 	 
130007	1	 	 	 	 	0	 	 
130007	2	 	 	 	 	49	17	2
130007	3	 	 	 	 	0	 	 
130007	4	 	 	 	 	 	 	 
130007	5	 	 	 	 	0	 	 
130008	1	 	 	 	 	200	17	1
130008	2	 	 	 	 	0	 	 
130008	3	 	 	 	 	0	 	 
130008	4	 	 	 	 	 	 	 
130008	5	 	 	 	 	0	 	 
130009	1	1	4	5	5	0	 	 
130009	2	0	 	 	 	0	 	 
130009	3	0	 	 	 	42	17	2
130009	4	0	 	 	 	 	 	 
130009	5	0	 	 	 	0	 	 
130010	1	0	 	 	 	14	17	1
130010	2	0	 	 	 	0	 	 
130010	3	0	 	 	 	0	 	 
130010	4	0	 	 	 	 	 	 
130010	5	0	 	 	 	0	 	 
130011	1	 	 	 	 	0	 	 
130011	2	 	 	 	 	0	 	 
130011	3	 	 	 	 	32	17	1
130011	4	 	 	 	 	 	 	 
130011	5	 	 	 	 	0	 	 
130012	1	 	 	 	 	0	 	 
130012	2	 	 	 	 	0	 	 
130012	3	 	 	 	 	45	17	2
130012	4	 	 	 	 	 	 	 
130012	5	 	 	 	 	0	 	 
130013	1	1	4	5	5	1000	17	2
130013	2	0	 	 	 	0	 	 
130013	3	0	 	 	 	0	 	 
130013	4	2	4	5	5	 	 	 
130013	5	0	 	 	 	0	 	 
130014	1	 	 	 	 	350	17	2
130014	2	 	 	 	 	0	 	 
130014	3	 	 	 	 	0	 	 
130014	4	 	 	 	 	 	 	 
130014	5	 	 	 	 	0	 	 
130015	1	 	 	 	 	0	 	 
130015	2	 	 	 	 	0	 	 
130015	3	 	 	 	 	160	17	1
130015	4	 	 	 	 	 	 	 
130015	5	 	 	 	 	0	 	 
130016	1	 	 	 	 	500	17	1
130016	2	 	 	 	 	0	 	 
130016	3	 	 	 	 	0	 	 
130016	4	 	 	 	 	 	 	 
130016	5	 	 	 	 	0	 	 
130017	1	 	 	 	 	380	17	2
130017	2	 	 	 	 	0	 	 
130017	3	 	 	 	 	0	 	 
130017	4	 	 	 	 	 	 	 
130017	5	 	 	 	 	0	 	 
130018	1	1	4	5	5	105	17	1
130018	2	0	 	 	 	0	 	 
130018	3	0	 	 	 	0	 	 
130018	4	0	 	 	 	 	 	 
130018	5	0	 	 	 	0	 	 
130019	1	 	 	 	 	300	17	1
130019	2	 	 	 	 	0	 	 
130019	3	 	 	 	 	0	 	 
130019	4	 	 	 	 	 	 	 
130019	5	 	 	 	 	0	 	 
130021	1	 	 	 	 	290	17	2
130021	2	 	 	 	 	0	 	 
130021	3	 	 	 	 	0	 	 
130021	4	 	 	 	 	 	 	 
130021	5	 	 	 	 	0	 	 
130022	1	.5	4	5	5	0	 	 
130022	2	0	 	 	 	0	 	 
130022	3	0	 	 	 	120	17	1
130022	4	0	 	 	 	 	 	 
130022	5	0	 	 	 	0	 	 
130023	1	 	 	 	 	0	 	 
130023	2	 	 	 	 	0	 	 
130023	3	 	 	 	 	75	17	2
130023	4	 	 	 	 	 	 	 
130023	5	 	 	 	 	0	 	 
130024	1	2	4	5	5	450	17	1
130024	2	0	 	 	 	0	 	 
130024	3	0	 	 	 	0	 	 
130024	4	0	 	 	 	 	 	 
130024	5	0	 	 	 	0	 	 
130025	1	1	4	5	5	200	17	1
130025	2	0	 	 	 	0	 	 
130025	3	0	 	 	 	0	 	 
130025	4	0	 	 	 	 	 	 
130025	5	0	 	 	 	0	 	 
130026	1	 	 	 	 	0	 	 
130026	2	 	 	 	 	0	 	 
130026	3	 	 	 	 	24	17	1
130026	4	 	 	 	 	 	 	 
130026	5	 	 	 	 	0	 	 
130027	1	 	 	 	 	250	17	2
130027	2	 	 	 	 	0	 	 
130027	3	 	 	 	 	0	 	 
130027	4	 	 	 	 	 	 	 
130027	5	 	 	 	 	16	17	8
130028	1	 	 	 	 	450	17	1
130028	2	 	 	 	 	0	 	 
130028	3	 	 	 	 	0	 	 
130028	4	 	 	 	 	 	 	 
130028	5	 	 	 	 	0	 	 
130029	1	3	4	5	5	580	17	2
130029	2	0	 	 	 	0	 	 
130029	3	0	 	 	 	0	 	 
130029	4	0	 	 	 	 	 	 
130029	5	0	 	 	 	0	 	 
130030	1	2	4	5	5	250	17	2
130030	2	0	 	 	 	0	 	 
130030	3	0	 	 	 	0	 	 
130030	4	0	 	 	 	 	 	 
130030	5	0	 	 	 	0	 	 
130031	1	5	4	5	5	1600	17	4
130031	2	0	 	 	 	0	 	 
130031	3	0	 	 	 	0	 	 
130031	4	0	 	 	 	 	 	 
130031	5	0	 	 	 	0	 	 
130032	1	 	 	 	 	450	17	2
130032	2	 	 	 	 	0	 	 
130032	3	 	 	 	 	0	 	 
130032	4	 	 	 	 	 	 	 
130032	5	 	 	 	 	0	 	 
130033	1	2	4	5	5	900	17	2
130033	2	0	 	 	 	0	 	 
130033	3	0	 	 	 	0	 	 
130033	4	0	 	 	 	 	 	 
130033	5	0	 	 	 	0	 	 
130034	1	1	4	5	5	32	17	1
130034	2	0	 	 	 	0	 	 
130034	3	0	 	 	 	0	 	 
130034	4	0	 	 	 	 	 	 
130034	5	0	 	 	 	0	 	 
130035	1	 	 	 	 	550	17	2
130035	2	 	 	 	 	0	 	 
130035	3	 	 	 	 	0	 	 
130035	4	 	 	 	 	 	 	 
130035	5	 	 	 	 	0	 	 
130036	1	.5	4	5	5	84	17	2
130036	2	0	 	 	 	0	 	 
130036	3	0	 	 	 	0	 	 
130036	4	0	 	 	 	 	 	 
130036	5	0	 	 	 	0	 	 
130037	1	 	 	 	 	0	 	 
130037	2	 	 	 	 	0	 	 
130037	3	 	 	 	 	0	 	 
130037	4	 	 	 	 	 	 	 
130037	5	 	 	 	 	0	 	 
130039	1	1	4	5	5	150	17	2
130039	2	0	 	 	 	0	 	 
130039	3	0	 	 	 	0	 	 
130039	4	0	 	 	 	 	 	 
130039	5	0	 	 	 	0	 	 
130040	1	 	 	 	 	16	17	1
130040	2	 	 	 	 	0	 	 
130040	3	 	 	 	 	0	 	 
130040	4	 	 	 	 	 	 	 
130040	5	 	 	 	 	0	 	 
130041	1	2	4	5	5	350	17	1
130041	2	0	 	 	 	0	 	 
130041	3	0	 	 	 	0	 	 
130041	4	0	 	 	 	 	 	 
130041	5	0	 	 	 	0	 	 
130042	1	 	 	 	 	500	17	2
130042	2	 	 	 	 	0	 	 
130042	3	 	 	 	 	0	 	 
130042	4	 	 	 	 	 	 	 
130042	5	 	 	 	 	0	 	 
130043	1	250	17	5	5	250	17	2
130043	2	0	 	 	 	0	 	 
130043	3	0	 	 	 	0	 	 
130043	4	0	 	 	 	 	 	 
130043	5	0	 	 	 	0	 	 
130044	1	1	4	5	5	325	17	2
130044	2	0	 	 	 	0	 	 
130044	3	0	 	 	 	0	 	 
130044	4	0	 	 	 	 	 	 
130044	5	0	 	 	 	500	17	8
130045	1	 	 	 	 	300	17	1
130045	2	 	 	 	 	0	 	 
130045	3	 	 	 	 	0	 	 
130045	4	 	 	 	 	 	 	 
130045	5	 	 	 	 	0	 	 
130046	1	 	 	 	 	228	17	1
130046	2	 	 	 	 	0	 	 
130046	3	 	 	 	 	0	 	 
130046	4	 	 	 	 	 	 	 
130046	5	 	 	 	 	0	 	 
130047	1	2	4	5	5	1000	17	2
130047	2	0	 	 	 	0	 	 
130047	3	0	 	 	 	0	 	 
130047	4	0	 	 	 	 	 	 
130047	5	0	 	 	 	0	 	 
130048	1	 	 	 	 	350	17	2
130048	2	 	 	 	 	0	 	 
130048	3	 	 	 	 	0	 	 
130048	4	 	 	 	 	 	 	 
130048	5	 	 	 	 	0	 	 
130049	1	2	4	5	5	300	17	1
130049	2	0	 	 	 	0	 	 
130049	3	0	 	 	 	0	 	 
130049	4	0	 	 	 	 	 	 
130049	5	0	 	 	 	0	 	 
130050	1	.5	4	5	5	350	17	2
130050	2	0	 	 	 	0	 	 
130050	3	0	 	 	 	0	 	 
130050	4	0	 	 	 	 	 	 
130050	5	0	 	 	 	0	 	 
130051	1	0	 	 	 	200	17	1
130051	2	0	 	 	 	0	 	 
130051	3	0	 	 	 	0	 	 
130051	4	0	 	 	 	 	 	 
130051	5	0	 	 	 	0	 	 
130052	1	 	 	 	 	250	17	1
130052	2	 	 	 	 	0	 	 
130052	3	 	 	 	 	0	 	 
130052	4	 	 	 	 	 	 	 
130052	5	 	 	 	 	0	 	 
130053	1	 	 	 	 	250	17	2
130053	2	 	 	 	 	0	 	 
130053	3	 	 	 	 	0	 	 
130053	4	 	 	 	 	 	 	 
130053	5	 	 	 	 	0	 	 
130054	1	.5	4	5	5	350	17	2
130054	2	0	 	 	 	0	 	 
130054	3	0	 	 	 	0	 	 
130054	4	0	 	 	 	 	 	 
130054	5	0	 	 	 	0	 	 
130055	1	1	4	5	5	0	 	 
130055	2	0	 	 	 	0	 	 
130055	3	0	 	 	 	300	17	1
130055	4	0	 	 	 	 	 	 
130055	5	0	 	 	 	0	 	 
130057	1	1	4	5	5	250	17	1
130057	2	0	 	 	 	0	 	 
130057	3	0	 	 	 	0	 	 
130057	4	0	 	 	 	 	 	 
130057	5	0	 	 	 	0	 	 
130058	1	 	 	 	 	350	17	2
130058	2	 	 	 	 	0	 	 
130058	3	 	 	 	 	0	 	 
130058	4	 	 	 	 	 	 	 
130058	5	 	 	 	 	0	 	 
130059	1	2	4	5	5	1	4	2
130059	2	0	 	 	 	0	 	 
130059	3	0	 	 	 	0	 	 
130059	4	1	4	5	5	 	 	 
130059	5	0	 	 	 	0	 	 
130060	1	1	4	5	5	350	17	2
130060	2	0	 	 	 	0	 	 
130060	3	0	 	 	 	0	 	 
130060	4	2	4	5	5	 	 	 
130060	5	0	 	 	 	0	 	 
130062	1	1	4	5	5	550	17	2
130062	2	0	 	 	 	0	 	 
130062	3	0	 	 	 	0	 	 
130062	4	0	 	 	 	 	 	 
130062	5	0	 	 	 	0	 	 
130063	1	1	4	5	5	250	17	1
130063	2	0	 	 	 	0	 	 
130063	3	0	 	 	 	0	 	 
130063	4	2	4	5	5	 	 	 
130063	5	0	 	 	 	0	 	 
130064	1	 	 	 	 	250	17	2
130064	2	 	 	 	 	0	 	 
130064	3	 	 	 	 	0	 	 
130064	4	 	 	 	 	 	 	 
130064	5	 	 	 	 	0	 	 
130065	1	 	 	 	 	0	 	 
130065	2	 	 	 	 	0	 	 
130065	3	 	 	 	 	0	 	 
130065	4	 	 	 	 	 	 	 
130065	5	 	 	 	 	0	 	 
130066	1	 	 	 	 	.119999997317791	4	2
130066	2	 	 	 	 	0	 	 
130066	3	 	 	 	 	0	 	 
130066	4	 	 	 	 	 	 	 
130066	5	 	 	 	 	0	 	 
130067	1	 	 	 	 	350	17	1
130067	2	 	 	 	 	0	 	 
130067	3	 	 	 	 	0	 	 
130067	4	 	 	 	 	 	 	 
130067	5	 	 	 	 	0	 	 
130070	1	 	 	 	 	250	17	1
130070	2	 	 	 	 	0	 	 
130070	3	 	 	 	 	0	 	 
130070	4	 	 	 	 	 	 	 
130070	5	 	 	 	 	0	 	 
130071	1	 	 	 	 	200	17	2
130071	2	 	 	 	 	0	 	 
130071	3	 	 	 	 	0	 	 
130071	4	 	 	 	 	 	 	 
130071	5	 	 	 	 	0	 	 
130072	1	 	 	 	 	340	17	2
130072	2	 	 	 	 	0	 	 
130072	3	 	 	 	 	0	 	 
130072	4	 	 	 	 	 	 	 
130072	5	 	 	 	 	0	 	 
130073	1	 	 	 	 	0	 	 
130073	2	 	 	 	 	0	 	 
130073	3	 	 	 	 	12	17	1
130073	4	 	 	 	 	 	 	 
130073	5	 	 	 	 	0	 	 
130074	1	 	 	 	 	0	 	 
130074	2	 	 	 	 	0	 	 
130074	3	 	 	 	 	20	17	1
130074	4	 	 	 	 	 	 	 
130074	5	 	 	 	 	0	 	 
130075	1	 	 	 	 	250	17	3
130075	2	 	 	 	 	0	 	 
130075	3	 	 	 	 	0	 	 
130075	4	 	 	 	 	 	 	 
130075	5	 	 	 	 	0	 	 
130079	1	.25	4	16	5	84	17	1
130079	2	0	 	 	 	0	 	 
130079	3	0	 	 	 	0	 	 
130079	4	0	 	 	 	 	 	 
130079	5	0	 	 	 	0	 	 
130080	1	 	 	 	 	200	17	1
130080	2	 	 	 	 	0	 	 
130080	3	 	 	 	 	0	 	 
130080	4	 	 	 	 	 	 	 
130080	5	 	 	 	 	0	 	 
130081	1	2	4	5	5	200	17	1
130081	2	0	 	 	 	0	 	 
130081	3	0	 	 	 	0	 	 
130081	4	3	4	5	5	 	 	 
130081	5	0	 	 	 	0	 	 
130082	1	2	4	5	5	1000	17	2
130082	2	0	 	 	 	0	 	 
130082	3	0	 	 	 	0	 	 
130082	4	1	4	5	5	 	 	 
130082	5	0	 	 	 	0	 	 
130083	1	2	4	5	5	1000	17	2
130083	2	0	 	 	 	0	 	 
130083	3	0	 	 	 	0	 	 
130083	4	2	4	5	5	 	 	 
130083	5	0	 	 	 	0	 	 
130084	1	200	17	5	5	800	17	1
130084	2	0	 	 	 	0	 	 
130084	3	0	 	 	 	0	 	 
130084	4	0	 	 	 	 	 	 
130084	5	0	 	 	 	0	 	 
130085	1	0	 	 	 	500	17	1
130085	2	0	 	 	 	0	 	 
130085	3	0	 	 	 	0	 	 
130085	4	0	 	 	 	 	 	 
130085	5	0	 	 	 	0	 	 
130086	1	.5	4	5	5	236	17	2
130086	2	0	 	 	 	0	 	 
130086	3	0	 	 	 	0	 	 
130086	4	0	 	 	 	 	 	 
130086	5	0	 	 	 	0	 	 
130087	1	0	 	 	 	650	17	3
130087	2	0	 	 	 	0	 	 
130087	3	0	 	 	 	0	 	 
130087	4	1	4	5	5	 	 	 
130087	5	0	 	 	 	0	 	 
130088	1	 	 	 	 	300	17	1
130088	2	 	 	 	 	0	 	 
130088	3	 	 	 	 	0	 	 
130088	4	 	 	 	 	 	 	 
130088	5	 	 	 	 	0	 	 
130089	1	 	 	 	 	500	17	1
130089	2	 	 	 	 	0	 	 
130089	3	 	 	 	 	0	 	 
130089	4	 	 	 	 	 	 	 
130089	5	 	 	 	 	0	 	 
130090	1	0	 	 	 	500	17	3
130090	2	0	 	 	 	0	 	 
130090	3	0	 	 	 	0	 	 
130090	4	1	4	5	5	 	 	 
130090	5	0	 	 	 	0	 	 
130091	1	 	 	 	 	250	17	1
130091	2	 	 	 	 	0	 	 
130091	3	 	 	 	 	0	 	 
130091	4	 	 	 	 	 	 	 
130091	5	 	 	 	 	0	 	 
130092	1	2.5	4	5	5	230	17	2
130092	2	0	 	 	 	0	 	 
130092	3	0	 	 	 	0	 	 
130092	4	0	 	 	 	 	 	 
130092	5	0	 	 	 	0	 	 
130093	1	2	4	5	5	140	17	2
130093	2	0	 	 	 	0	 	 
130093	3	0	 	 	 	0	 	 
130093	4	2	4	5	5	 	 	 
130093	5	0	 	 	 	0	 	 
130094	1	 	 	 	 	0	 	 
130094	2	 	 	 	 	0	 	 
130094	3	 	 	 	 	9	17	1
130094	4	 	 	 	 	 	 	 
130094	5	 	 	 	 	0	 	 
130095	1	 	 	 	 	500	17	1
130095	2	 	 	 	 	0	 	 
130095	3	 	 	 	 	0	 	 
130095	4	 	 	 	 	 	 	 
130095	5	 	 	 	 	0	 	 
130096	1	1	4	5	5	650	17	3
130096	2	0	 	 	 	0	 	 
130096	3	0	 	 	 	0	 	 
130096	4	0	 	 	 	 	 	 
130096	5	0	 	 	 	0	 	 
130097	1	 	 	 	 	300	17	1
130097	2	 	 	 	 	0	 	 
130097	3	 	 	 	 	0	 	 
130097	4	 	 	 	 	 	 	 
130097	5	 	 	 	 	0	 	 
130098	1	 	 	 	 	84	17	1
130098	2	 	 	 	 	0	 	 
130098	3	 	 	 	 	0	 	 
130098	4	 	 	 	 	 	 	 
130098	5	 	 	 	 	0	 	 
130099	1	0	 	 	 	500	17	1
130099	2	0	 	 	 	0	 	 
130099	3	0	 	 	 	0	 	 
130099	4	0	 	 	 	 	 	 
130099	5	0	 	 	 	0	 	 
130100	1	6.25	4	5	5	250	17	2
130100	2	0	 	 	 	0	 	 
130100	3	0	 	 	 	0	 	 
130100	4	2	4	5	5	 	 	 
130100	5	0	 	 	 	0	 	 
140001	1	 	 	 	 	200	17	1
140001	2	 	 	 	 	0	 	 
140001	3	 	 	 	 	0	 	 
140001	4	 	 	 	 	 	 	 
140001	5	 	 	 	 	0	 	 
140002	1	 	 	 	 	300	17	4
140002	2	 	 	 	 	0	 	 
140002	3	 	 	 	 	0	 	 
140002	4	 	 	 	 	 	 	 
140002	5	 	 	 	 	0	 	 
140003	1	 	 	 	 	18	17	2
140003	2	 	 	 	 	0	 	 
140003	3	 	 	 	 	0	 	 
140003	4	 	 	 	 	 	 	 
140003	5	 	 	 	 	0	 	 
140004	1	 	 	 	 	0	 	 
140004	2	 	 	 	 	0	 	 
140004	3	 	 	 	 	20	17	1
140004	4	 	 	 	 	 	 	 
140004	5	 	 	 	 	0	 	 
140005	1	 	 	 	 	0	 	 
140005	2	 	 	 	 	0	 	 
140005	3	 	 	 	 	-77	77	1
140005	4	 	 	 	 	 	 	 
140005	5	 	 	 	 	0	 	 
140006	1	 	 	 	 	225	17	1
140006	2	 	 	 	 	0	 	 
140006	3	 	 	 	 	0	 	 
140006	4	 	 	 	 	 	 	 
140006	5	 	 	 	 	0	 	 
140008	1	0	 	 	 	415	17	2
140008	2	0	 	 	 	0	 	 
140008	3	0	 	 	 	0	 	 
140008	4	0	 	 	 	 	 	 
140008	5	0	 	 	 	0	 	 
140009	1	 	 	 	 	0	 	 
140009	2	 	 	 	 	0	 	 
140009	3	 	 	 	 	0	 	 
140009	4	 	 	 	 	 	 	 
140009	5	 	 	 	 	500	17	1
140010	1	 	 	 	 	0	 	 
140010	2	 	 	 	 	0	 	 
140010	3	 	 	 	 	250	17	1
140010	4	 	 	 	 	 	 	 
140010	5	 	 	 	 	0	 	 
140011	1	 	 	 	 	0	 	 
140011	2	 	 	 	 	0	 	 
140011	3	 	 	 	 	125	17	1
140011	4	 	 	 	 	 	 	 
140011	5	 	 	 	 	0	 	 
140012	1	2	2	5	5	0	 	 
140012	2	0	 	 	 	0	 	 
140012	3	0	 	 	 	120	17	1
140012	4	0	 	 	 	 	 	 
140012	5	0	 	 	 	0	 	 
140014	1	 	 	 	 	200	17	1
140014	2	 	 	 	 	0	 	 
140014	3	 	 	 	 	0	 	 
140014	4	 	 	 	 	 	 	 
140014	5	 	 	 	 	0	 	 
140015	1	 	 	 	 	350	17	1
140015	2	 	 	 	 	0	 	 
140015	3	 	 	 	 	0	 	 
140015	4	 	 	 	 	 	 	 
140015	5	 	 	 	 	0	 	 
140016	1	2	4	5	5	460	17	1
140016	2	0	 	 	 	0	 	 
140016	3	0	 	 	 	0	 	 
140016	4	0	 	 	 	 	 	 
140016	5	0	 	 	 	0	 	 
140017	1	 	 	 	 	367	17	1
140017	2	 	 	 	 	0	 	 
140017	3	 	 	 	 	0	 	 
140017	4	 	 	 	 	 	 	 
140017	5	 	 	 	 	0	 	 
140018	1	 	 	 	 	0	 	 
140018	2	 	 	 	 	0	 	 
140018	3	 	 	 	 	25	17	1
140018	4	 	 	 	 	 	 	 
140018	5	 	 	 	 	0	 	 
140020	1	 	 	 	 	0	 	 
140020	2	 	 	 	 	0	 	 
140020	3	 	 	 	 	80	17	1
140020	4	 	 	 	 	 	 	 
140020	5	 	 	 	 	0	 	 
140022	1	 	 	 	 	0	 	 
140022	2	 	 	 	 	0	 	 
140022	3	 	 	 	 	125	17	1
140022	4	 	 	 	 	 	 	 
140022	5	 	 	 	 	0	 	 
140023	1	 	 	 	 	0	 	 
140023	2	 	 	 	 	0	 	 
140023	3	 	 	 	 	65	17	1
140023	4	 	 	 	 	 	 	 
140023	5	 	 	 	 	0	 	 
140024	1	 	 	 	 	0	 	 
140024	2	 	 	 	 	0	 	 
140024	3	 	 	 	 	110	17	1
140024	4	 	 	 	 	 	 	 
140024	5	 	 	 	 	0	 	 
140025	1	 	 	 	 	200	17	1
140025	2	 	 	 	 	0	 	 
140025	3	 	 	 	 	0	 	 
140025	4	 	 	 	 	 	 	 
140025	5	 	 	 	 	0	 	 
140026	1	 	 	 	 	0	 	 
140026	2	 	 	 	 	0	 	 
140026	3	 	 	 	 	250	17	4
140026	4	 	 	 	 	 	 	 
140026	5	 	 	 	 	0	 	 
140028	1	 	 	 	 	0	 	 
140028	2	 	 	 	 	0	 	 
140028	3	 	 	 	 	70	17	1
140028	4	 	 	 	 	 	 	 
140028	5	 	 	 	 	0	 	 
140029	1	 	 	 	 	402	17	4
140029	2	 	 	 	 	0	 	 
140029	3	 	 	 	 	0	 	 
140029	4	 	 	 	 	 	 	 
140029	5	 	 	 	 	0	 	 
140030	1	 	 	 	 	0	 	 
140030	2	 	 	 	 	0	 	 
140030	3	 	 	 	 	-77	17	1
140030	4	 	 	 	 	 	 	 
140030	5	 	 	 	 	0	 	 
140031	1	 	 	 	 	0	 	 
140031	2	 	 	 	 	0	 	 
140031	3	 	 	 	 	-77	17	1
140031	4	 	 	 	 	 	 	 
140031	5	 	 	 	 	0	 	 
140032	1	 	 	 	 	200	17	1
140032	2	 	 	 	 	0	 	 
140032	3	 	 	 	 	0	 	 
140032	4	 	 	 	 	 	 	 
140032	5	 	 	 	 	0	 	 
140034	1	 	 	 	 	140	17	4
140034	2	 	 	 	 	0	 	 
140034	3	 	 	 	 	0	 	 
140034	4	 	 	 	 	 	 	 
140034	5	 	 	 	 	0	 	 
140035	1	 	 	 	 	380	17	1
140035	2	 	 	 	 	0	 	 
140035	3	 	 	 	 	0	 	 
140035	4	 	 	 	 	 	 	 
140035	5	 	 	 	 	0	 	 
140036	1	 	 	 	 	600	17	1
140036	2	 	 	 	 	0	 	 
140036	3	 	 	 	 	0	 	 
140036	4	 	 	 	 	 	 	 
140036	5	 	 	 	 	0	 	 
140037	1	 	 	 	 	500	17	4
140037	2	 	 	 	 	0	 	 
140037	3	 	 	 	 	0	 	 
140037	4	 	 	 	 	 	 	 
140037	5	 	 	 	 	0	 	 
140038	1	 	 	 	 	0	 	 
